obs_id;site_id;holiday;date
84;34;Labor Day;2017-09-04
94;34;Labor Day;2015-09-07
97;34;Christmas Day;2015-12-25
129;42;New year;2014-01-01
134;42;Whit Monday;2015-05-25
168;48;Labour Day;2014-05-01
208;49;International Workers' Day;2017-05-01
209;49;St Stephen's Day;2017-12-26
237;49;Christmas Day;2016-12-25
267;88;Assumption of Mary to Heaven;2015-08-15
268;88;New year;2017-01-01
274;88;All Saints Day;2015-11-01
299;59;Christmas Day;2016-12-25
301;59;Ascension Thursday;2016-05-05
308;59;Assumption of Mary to Heaven;2015-08-15
324;59;Easter Monday;2015-04-06
347;91;Christmas Day;2015-12-25
350;91;Bastille Day;2017-07-14
352;91;Assumption of Mary to Heaven;2016-08-15
372;60;Whit Monday;2015-05-25
393;60;Easter Monday;2016-03-28
400;60;Christmas Day;2016-12-25
455;62;Republic Day;2017-06-02
465;63;Easter Monday;2015-04-06
477;63;St Stephen's Day;2015-12-26
556;65;New year;2017-01-01
590;68;Assumption of Mary to Heaven;2015-08-15
595;68;Easter Monday;2015-04-06
597;68;Liberation Day;2017-04-25
627;69;All Saints Day;2017-11-01
628;69;Christmas Day;2017-12-25
629;69;Immaculate Conception;2015-12-08
643;69;Assumption of Mary to Heaven;2017-08-15
653;86;New year;2015-01-01
659;86;Assumption of Mary to Heaven;2015-08-15
670;86;Immaculate Conception;2017-12-08
674;86;St Stephen's Day;2017-12-26
703;70;Immaculate Conception;2017-12-08
725;71;Easter Monday;2017-04-17
732;71;Assumption of Mary to Heaven;2015-08-15
744;71;Epiphany;2015-01-06
767;72;Assunção de Nossa Senhora;2014-08-15
770;72;Imaculada Conceição;2016-12-08
790;73;Easter Monday;2016-03-28
807;73;Liberation Day;2016-04-25
823;74;Christmas Day;2016-12-25
857;75;New year;2017-01-01
863;75;Christmas Day;2016-12-25
868;75;Republic Day;2017-06-02
869;75;All Saints Day;2017-11-01
875;75;Christmas Day;2014-12-25
880;75;Epiphany;2014-01-06
891;75;Liberation Day;2016-04-25
915;76;Republic Day;2017-06-02
927;76;International Workers' Day;2015-05-01
936;77;Assumption of Mary to Heaven;2016-08-15
941;77;Republic Day;2016-06-02
961;77;Christmas Day;2017-12-25
963;90;Liberation Day;2016-04-25
971;90;New year;2014-01-01
1003;90;St Stephen's Day;2016-12-26
1037;87;All Saints Day;2014-11-01
1053;1;International Workers' Day;2015-05-01
1075;1;Immaculate Conception;2017-12-08
1095;2;Republic Day;2014-06-02
1131;3;Republic Day;2016-06-02
1154;4;Assumption of Mary to Heaven;2016-08-15
1176;81;New year;2015-01-01
1204;81;Liberation Day;2016-04-25
1213;5;St Stephen's Day;2014-12-26
1224;5;Assumption of Mary to Heaven;2015-08-15
1225;5;Easter Monday;2014-04-21
1230;5;All Saints Day;2014-11-01
1232;5;Epiphany;2016-01-06
1234;5;New year;2014-01-01
1237;5;International Workers' Day;2015-05-01
1238;5;Christmas Day;2014-12-25
1251;6;Liberation Day;2015-04-25
1290;83;New year;2016-01-01
1292;83;All Saints Day;2014-11-01
1308;83;Immaculate Conception;2014-12-08
1359;8;Christmas Day;2017-12-25
1382;8;Epiphany;2015-01-06
1416;9;International Workers' Day;2014-05-01
1428;9;Easter Monday;2015-04-06
1468;10;New year;2017-01-01
1476;10;Immaculate Conception;2014-12-08
1487;12;Easter Monday;2015-04-06
1489;12;Republic Day;2015-06-02
1520;12;All Saints Day;2015-11-01
1522;12;Christmas Day;2014-12-25
1529;13;New year;2015-01-01
1542;13;St Stephen's Day;2016-12-26
1569;14;All Saints Day;2017-11-01
1571;14;St Stephen's Day;2015-12-26
1623;15;Christmas Day;2016-12-25
1629;15;International Workers' Day;2017-05-01
1672;16;Christmas Day;2016-12-25
1706;17;Christmas Day;2016-12-25
1743;18;Immaculate Conception;2015-12-08
1774;19;St Stephen's Day;2016-12-26
1828;84;Liberation Day;2016-04-25
1835;84;Immaculate Conception;2014-12-08
1842;84;All Saints Day;2015-11-01
1862;80;Epiphany;2016-01-06
1900;23;Liberation Day;2017-04-25
1905;23;St Stephen's Day;2016-12-26
1912;23;Republic Day;2016-06-02
1927;24;Republic Day;2017-06-02
1946;25;Immaculate Conception;2017-12-08
1951;25;New year;2016-01-01
1984;85;International Workers' Day;2016-05-01
1988;26;All Saints Day;2016-11-01
2000;26;Easter Monday;2017-04-17
2001;26;Republic Day;2017-06-02
2025;27;Republic Day;2017-06-02
2043;28;Republic Day;2017-06-02
2056;28;Immaculate Conception;2017-12-08
2075;29;National Elections;2014-05-07
2078;29;Day of good will;2015-12-26
2080;29;National Women Day;2016-08-09
2085;29;Boxing Day;2014-12-26
2119;30;Family Day;2015-04-03
2134;30;Christmas Day;2014-12-25
2156;30;Boxing Day;2016-12-26
2186;31;Christmas Day;2014-12-25
2190;31;National Women Day;2015-08-09
2214;32;Boxing Day;2016-12-26
2217;32;Day of reconcilation;2014-12-16
2224;32;Christmas Day;2016-12-25
2233;32;Heritage Day;2014-09-24
2238;32;National Elections;2014-05-07
2260;33;Good Friday;2015-04-03
2283;33;Day of reconcilation;2014-12-16
2287;33;Easter Monday;2015-04-06
2296;33;Day of good will;2015-12-26
2335;35;Easter Monday;2017-04-17
2336;35;Good Friday;2014-04-18
2339;35;Day of reconcilation;2015-12-16
2343;35;Heritage Day;2017-09-24
2344;35;Heritage Day;2014-09-24
2361;35;Day of reconcilation;2017-12-16
2391;38;Assumption of Mary to Heaven;2017-08-15
2410;38;New year;2017-01-01
2415;39;All Saints Day;2015-11-01
2434;39;Christmas Day;2017-12-25
2457;40;Epiphany;2017-01-06
2466;41;New year;2017-01-01
2511;43;Christmas Day;2016-12-25
2517;43;New year;2015-01-01
2522;44;New year;2015-01-01
2545;44;Good Friday;2013-03-29
2550;44;St. Stephen's Day (The Second Christmas Day);2016-12-26
2563;44;Labour Day;2015-05-01
2568;44;Good Friday;2015-04-03
2604;45;All Saints Day;2016-11-01
2622;46;Christmas Day;2017-12-25
2629;46;St Stephen's Day;2016-12-26
2642;50;Victory in Europe Day;2016-05-08
2657;50;Christmas Day;2015-12-25
2661;50;New year;2017-01-01
2671;50;New year;2016-01-01
2703;51;Labour Day;2017-05-01
2742;52;St Stephen's Day;2015-12-26
2753;54;Christmas Day;2017-12-25
2767;54;Assumption of Mary to Heaven;2016-08-15
2776;54;Liberation Day;2016-04-25
2787;54;Easter Monday;2015-04-06
2818;55;All Saints Day;2016-11-01
2831;55;Assumption of Mary to Heaven;2017-08-15
2835;57;St Stephen's Day;2015-12-26
2838;57;Epiphany;2014-01-06
2874;57;Epiphany;2017-01-06
2884;89;All Saints Day;2017-11-01
2909;58;Berchtold's Day;2016-01-02
2911;58;Whit Monday;2009-06-01
2914;58;Christmas Day;2011-12-25
2954;58;Ascension Thursday;2014-05-29
2992;58;Good Friday;2012-04-06
3015;58;Whit Sunday;2011-06-12
3037;67;Republic Day;2016-06-02
3050;7;Immaculate Conception;2016-12-08
3054;7;Easter Monday;2014-04-21
3056;7;Christmas Day;2014-12-25
3085;7;Epiphany;2016-01-06
3200;47;New year;2017-01-01
3218;53;Immaculate Conception;2017-12-08
3230;53;Epiphany;2017-01-06
3233;56;All Saints Day;2016-11-01
3238;56;Ascension Thursday;2015-05-14
3243;56;Victory in Europe Day;2015-05-08
3247;56;Bastille Day;2015-07-14
3261;56;Easter Monday;2015-04-06
3284;36;Republic Day;2016-06-02
9;20;Memorial Day;2017-05-29
25;20;Christmas Eve (Observed);2016-12-23
57;20;Day After Christmas;2015-12-26
59;20;New year (Observed);2017-01-02
99;34;Memorial Day;2016-05-30
119;34;Independence Day;2017-07-04
125;42;All Saints Day;2014-11-01
130;42;Whit Monday;2014-06-09
173;48;Assumption of Mary to Heaven;2015-08-15
189;48;National Day;2016-07-21
202;48;Whit Monday;2014-06-09
220;49;Epiphany;2016-01-06
222;49;Assumption of Mary to Heaven;2017-08-15
223;49;Epiphany;2014-01-06
246;49;St Stephen's Day;2016-12-26
278;88;Easter Monday;2017-04-17
285;88;International Workers' Day;2016-05-01
288;88;Epiphany;2014-01-06
302;59;Assumption of Mary to Heaven;2017-08-15
316;59;Victory in Europe Day;2015-05-08
338;59;Christmas Day;2015-12-25
353;91;All Saints Day;2017-11-01
386;60;Assumption of Mary to Heaven;2017-08-15
391;60;Ascension Thursday;2016-05-05
397;60;Armistice Day;2017-11-11
445;62;International Workers' Day;2017-05-01
463;63;International Workers' Day;2016-05-01
493;64;Republic Day;2016-06-02
502;64;All Saints Day;2017-11-01
513;64;Assumption of Mary to Heaven;2015-08-15
550;65;Epiphany;2016-01-06
552;65;Assumption of Mary to Heaven;2015-08-15
571;66;Epiphany;2016-01-06
579;66;International Workers' Day;2016-05-01
603;68;Epiphany;2017-01-06
606;68;Immaculate Conception;2017-12-08
634;69;Liberation Day;2016-04-25
688;70;St Stephen's Day;2015-12-26
710;70;Easter Monday;2017-04-17
721;71;Epiphany;2017-01-06
724;71;Christmas Day;2016-12-25
728;71;Christmas Day;2015-12-25
731;71;Easter Monday;2015-04-06
763;72;Christmas Day;2014-12-25
769;72;New year;2015-01-01
777;73;Easter Monday;2015-04-06
825;74;St Stephen's Day;2014-12-26
832;74;International Workers' Day;2017-05-01
851;74;Assumption of Mary to Heaven;2016-08-15
873;75;New year;2016-01-01
945;77;St Stephen's Day;2016-12-26
995;90;Christmas Day;2016-12-25
1001;90;International Workers' Day;2015-05-01
1004;90;Epiphany;2014-01-06
1010;87;Easter Monday;2016-03-28
1040;87;St Stephen's Day;2015-12-26
1041;87;St Stephen's Day;2016-12-26
1043;87;All Saints Day;2017-11-01
1055;1;St Stephen's Day;2016-12-26
1057;1;Christmas Day;2015-12-25
1064;1;Immaculate Conception;2015-12-08
1081;1;Liberation Day;2017-04-25
1106;3;International Workers' Day;2016-05-01
1115;3;Liberation Day;2016-04-25
1127;3;St Stephen's Day;2017-12-26
1193;81;Epiphany;2014-01-06
1208;5;Immaculate Conception;2014-12-08
1214;5;Christmas Day;2016-12-25
1277;6;Assumption of Mary to Heaven;2017-08-15
1296;83;Republic Day;2015-06-02
1304;83;Epiphany;2014-01-06
1324;79;Epiphany;2015-01-06
1326;79;New year;2017-01-01
1338;79;All Saints Day;2016-11-01
1374;8;International Workers' Day;2014-05-01
1410;9;Republic Day;2016-06-02
1420;9;Assumption of Mary to Heaven;2016-08-15
1437;10;Republic Day;2017-06-02
1477;10;Epiphany;2015-01-06
1478;10;Epiphany;2016-01-06
1479;10;St Stephen's Day;2015-12-26
1496;12;Assumption of Mary to Heaven;2016-08-15
1503;12;Epiphany;2015-01-06
1517;12;Easter Monday;2017-04-17
1518;12;New year;2017-01-01
1557;13;Republic Day;2014-06-02
1558;13;Republic Day;2016-06-02
1579;14;Republic Day;2017-06-02
1600;14;Republic Day;2015-06-02
1632;15;Liberation Day;2016-04-25
1637;15;Christmas Day;2015-12-25
1638;15;St Stephen's Day;2015-12-26
1663;16;Assumption of Mary to Heaven;2016-08-15
1717;17;All Saints Day;2015-11-01
1723;17;St Stephen's Day;2017-12-26
1730;17;All Saints Day;2014-11-01
1747;18;New year;2016-01-01
1751;18;Immaculate Conception;2016-12-08
1776;19;Assumption of Mary to Heaven;2015-08-15
1796;19;Assumption of Mary to Heaven;2016-08-15
1798;19;Republic Day;2015-06-02
1804;84;Epiphany;2015-01-06
1806;84;Immaculate Conception;2016-12-08
1813;84;Assumption of Mary to Heaven;2017-08-15
1823;84;All Saints Day;2016-11-01
1834;84;International Workers' Day;2014-05-01
1864;80;Christmas Day;2017-12-25
1886;21;Liberation Day;2016-04-25
1906;23;International Workers' Day;2016-05-01
1918;23;Republic Day;2017-06-02
1928;24;Easter Monday;2017-04-17
1940;24;Liberation Day;2016-04-25
1952;25;Assumption of Mary to Heaven;2016-08-15
1958;25;Easter Monday;2016-03-28
1982;85;New year;2016-01-01
1985;85;New year;2017-01-01
2036;28;Assumption of Mary to Heaven;2017-08-15
2047;28;Easter Monday;2016-03-28
2052;28;Assumption of Mary to Heaven;2015-08-15
2055;28;Republic Day;2016-06-02
2071;29;Freedom Day;2016-04-27
2074;29;Workers Day;2014-05-01
2084;29;Family Day;2014-04-18
2096;29;Family Day;2015-04-03
2115;30;Easter Monday;2015-04-06
2117;30;Human Rights Day;2014-03-21
2120;30;Freedom Day;2016-04-27
2131;30;Family Day;2016-03-25
2144;30;Boxing Day;2014-12-26
2145;30;Heritage Day;2015-09-24
2159;31;National Elections;2014-05-07
2173;31;Boxing Day;2014-12-26
2191;31;National Women Day substitute;2015-08-10
2193;31;Easter Monday;2014-04-21
2194;31;Day of reconcilation;2014-12-16
2206;31;Heritage Day;2015-09-24
2234;32;New year;2015-01-01
2235;32;Christmas Day;2015-12-25
2244;32;Youth Day;2015-06-16
2248;32;Workers Day;2015-05-01
2263;33;National Women Day;2014-08-09
2275;33;Easter Monday;2014-04-21
2280;33;Human Rights Day;2015-03-21
2291;33;Good Friday;2014-04-18
2295;33;National Women Day;2015-08-09
2300;33;Easter Monday;2016-03-28
2321;35;Good Friday;2016-03-25
2325;35;Boxing Day;2014-12-26
2326;35;Easter Monday;2015-04-06
2381;37;Assumption of Mary to Heaven;2017-08-15
2386;37;All Saints Day;2017-11-01
2399;38;Immaculate Conception;2016-12-08
2433;39;All Saints Day;2016-11-01
2444;40;Republic Day;2016-06-02
2462;40;St Stephen's Day;2016-12-26
2471;41;International Workers' Day;2016-05-01
2477;41;Immaculate Conception;2017-12-08
2480;41;Republic Day;2017-06-02
2481;41;Assumption of Mary to Heaven;2016-08-15
2489;43;Christmas Day;2015-12-25
2498;43;Immaculate Conception;2014-12-08
2502;43;Immaculate Conception;2015-12-08
2503;43;Epiphany;2014-01-06
2507;43;Assumption of Mary to Heaven;2016-08-15
2519;44;Saints Cyril and Methodius Day;2016-07-05
2552;44;Saints Cyril and Methodius Day;2017-07-05
2564;44;Day of Blessed Virgin Mary, patron saint of Slovakia;2015-09-15
2574;44;Easter Monday;2014-04-21
2578;44;Labour Day;2013-05-01
2582;44;Epiphany;2014-01-06
2598;45;Easter Monday;2016-03-28
2609;45;Immaculate Conception;2017-12-08
2621;46;Christmas Day;2016-12-25
2645;50;Ascension Thursday;2015-05-14
2656;50;Labour Day;2015-05-01
2663;50;Easter Monday;2015-04-06
2664;50;Christmas Day;2016-12-25
2684;51;Whit Monday;2016-05-16
2686;51;Christmas Day;2015-12-25
2704;51;Ascension Thursday;2017-05-25
2711;52;Epiphany;2016-01-06
2737;52;Assumption of Mary to Heaven;2015-08-15
2741;52;Immaculate Conception;2015-12-08
2748;54;Republic Day;2014-06-02
2752;54;International Workers' Day;2017-05-01
2769;54;New year;2015-01-01
2775;54;Liberation Day;2017-04-25
2816;55;Christmas Day;2015-12-25
2819;55;Christmas Day;2016-12-25
2846;57;St Stephen's Day;2016-12-26
2847;57;International Workers' Day;2014-05-01
2873;57;Liberation Day;2015-04-25
2878;89;St Stephen's Day;2017-12-26
2885;89;Christmas Day;2017-12-25
2887;89;Easter Monday;2016-03-28
2907;89;All Saints Day;2015-11-01
2912;58;Labour Day;2011-05-01
2926;58;Boxing Day;2012-12-26
2941;58;Easter Sunday;2016-03-27
2987;58;Easter Sunday;2009-04-12
2993;58;Whit Sunday;2012-05-27
2994;58;Labour Day;2013-05-01
3004;58;National Holiday;2012-08-01
3010;58;Christmas Day;2017-12-25
3019;67;St Stephen's Day;2015-12-26
3036;67;Christmas Day;2016-12-25
3040;67;Assumption of Mary to Heaven;2017-08-15
3042;67;Republic Day;2017-06-02
3060;7;International Workers' Day;2017-05-01
3109;11;St Stephen's Day;2015-12-26
3142;22;Epiphany;2016-01-06
3150;22;Epiphany;2017-01-06
3151;22;New year;2017-01-01
3152;22;Republic Day;2017-06-02
3156;22;Immaculate Conception;2016-12-08
3157;22;Liberation Day;2017-04-25
3175;82;Boxing Day;2017-12-26
3181;82;Labour Day;2017-05-01
3193;47;Republic Day;2017-06-02
3195;47;Epiphany;2016-01-06
3197;47;All Saints Day;2017-11-01
3225;53;National Holiday;2016-10-26
3231;53;Ascension Thursday;2016-05-05
3240;56;Bastille Day;2016-07-14
3241;56;Labour Day;2017-05-01
3267;36;All Saints Day;2017-11-01
3268;36;Assumption of Mary to Heaven;2016-08-15
3;20;Washington's Birthday;2015-02-16
8;20;Day After Christmas;2016-12-26
39;20;Christmas Day (Observed);2017-12-27
121;34;Washington's Birthday;2015-02-16
155;42;Bastille Day;2017-07-14
161;42;Ascension Thursday;2014-05-29
169;48;Easter Monday;2015-04-06
178;48;Christmas Day;2014-12-25
185;48;Easter Monday;2016-03-28
204;48;Labour Day;2017-05-01
213;49;International Workers' Day;2014-05-01
227;49;New year;2014-01-01
241;49;International Workers' Day;2015-05-01
289;88;Easter Monday;2014-04-21
325;59;All Saints Day;2015-11-01
342;91;Christmas Day;2017-12-25
351;91;Assumption of Mary to Heaven;2017-08-15
361;91;Armistice Day;2015-11-11
369;91;Easter Monday;2016-03-28
373;60;All Saints Day;2017-11-01
408;61;Easter Monday;2016-03-28
447;62;Assumption of Mary to Heaven;2016-08-15
450;62;New year;2017-01-01
496;64;Christmas Day;2016-12-25
500;64;St Stephen's Day;2016-12-26
504;64;New year;2015-01-01
516;64;International Workers' Day;2016-05-01
527;65;International Workers' Day;2017-05-01
534;65;Liberation Day;2017-04-25
542;65;Immaculate Conception;2015-12-08
555;65;St Stephen's Day;2016-12-26
598;68;New year;2015-01-01
631;69;Republic Day;2015-06-02
632;69;Epiphany;2016-01-06
672;86;St Stephen's Day;2015-12-26
678;86;All Saints Day;2016-11-01
690;70;Easter Monday;2015-04-06
697;70;New year;2015-01-01
717;71;New year;2015-01-01
722;71;St Stephen's Day;2017-12-26
730;71;Christmas Day;2017-12-25
736;71;Assumption of Mary to Heaven;2017-08-15
740;71;All Saints Day;2015-11-01
762;72;Dia da Liberdade;2014-04-25
768;72;Imaculada Conceição;2014-12-08
782;73;All Saints Day;2017-11-01
794;73;St Stephen's Day;2016-12-26
804;73;Liberation Day;2017-04-25
828;74;All Saints Day;2016-11-01
846;74;All Saints Day;2014-11-01
848;74;St Stephen's Day;2016-12-26
866;75;Christmas Day;2015-12-25
870;75;International Workers' Day;2017-05-01
874;75;St Stephen's Day;2017-12-26
919;76;Christmas Day;2015-12-25
925;76;Epiphany;2016-01-06
949;77;Epiphany;2015-01-06
960;77;Republic Day;2017-06-02
964;90;Immaculate Conception;2016-12-08
973;90;New year;2015-01-01
985;90;All Saints Day;2014-11-01
993;90;Republic Day;2017-06-02
994;90;All Saints Day;2016-11-01
999;90;Assumption of Mary to Heaven;2014-08-15
1006;90;Immaculate Conception;2015-12-08
1019;87;New year;2016-01-01
1038;87;Epiphany;2017-01-06
1044;87;New year;2014-01-01
1048;87;Liberation Day;2016-04-25
1071;1;New year;2016-01-01
1078;1;All Saints Day;2017-11-01
1107;3;Liberation Day;2017-04-25
1119;3;New year;2015-01-01
1120;3;Assumption of Mary to Heaven;2015-08-15
1151;4;New year;2015-01-01
1162;4;St Stephen's Day;2015-12-26
1209;5;Liberation Day;2016-04-25
1233;5;International Workers' Day;2016-05-01
1249;6;Liberation Day;2017-04-25
1261;6;Christmas Day;2017-12-25
1266;6;New year;2015-01-01
1268;6;Republic Day;2015-06-02
1278;6;All Saints Day;2017-11-01
1283;83;Easter Monday;2014-04-21
1288;83;Christmas Day;2014-12-25
1301;83;Republic Day;2014-06-02
1306;83;St Stephen's Day;2016-12-26
1317;79;Easter Monday;2014-04-21
1322;79;St Stephen's Day;2016-12-26
1323;79;Republic Day;2014-06-02
1328;79;Assumption of Mary to Heaven;2014-08-15
1334;79;Assumption of Mary to Heaven;2016-08-15
1344;79;International Workers' Day;2015-05-01
1346;79;New year;2016-01-01
1373;8;Epiphany;2014-01-06
1375;8;Christmas Day;2014-12-25
1380;8;Immaculate Conception;2015-12-08
1383;8;Republic Day;2015-06-02
1400;8;International Workers' Day;2015-05-01
1409;9;All Saints Day;2015-11-01
1411;9;Immaculate Conception;2016-12-08
1414;9;Christmas Day;2014-12-25
1418;9;Liberation Day;2016-04-25
1431;9;Easter Monday;2014-04-21
1449;10;Assumption of Mary to Heaven;2016-08-15
1451;10;New year;2015-01-01
1456;10;Liberation Day;2017-04-25
1469;10;Republic Day;2014-06-02
1491;12;International Workers' Day;2017-05-01
1500;12;Liberation Day;2017-04-25
1525;13;New year;2016-01-01
1532;13;St Stephen's Day;2015-12-26
1572;14;International Workers' Day;2016-05-01
1574;14;International Workers' Day;2015-05-01
1587;14;New year;2016-01-01
1605;78;Assumption of Mary to Heaven;2017-08-15
1607;78;New year;2017-01-01
1636;15;Liberation Day;2017-04-25
1642;15;All Saints Day;2015-11-01
1652;15;Immaculate Conception;2016-12-08
1671;16;Liberation Day;2016-04-25
1704;17;Immaculate Conception;2016-12-08
1718;17;Immaculate Conception;2017-12-08
1719;17;New year;2014-01-01
1727;17;Assumption of Mary to Heaven;2014-08-15
1736;18;Assumption of Mary to Heaven;2017-08-15
1745;18;Liberation Day;2017-04-25
1746;18;All Saints Day;2015-11-01
1779;19;All Saints Day;2015-11-01
1802;84;All Saints Day;2017-11-01
1808;84;Immaculate Conception;2017-12-08
1879;21;International Workers' Day;2017-05-01
1884;21;Christmas Day;2017-12-25
1933;24;International Workers' Day;2017-05-01
1948;25;Immaculate Conception;2016-12-08
1965;85;Christmas Day;2017-12-25
1974;85;Easter Monday;2017-04-17
1991;26;International Workers' Day;2017-05-01
2030;28;Liberation Day;2017-04-25
2049;28;Immaculate Conception;2016-12-08
2072;29;Heritage Day;2016-09-24
2086;29;National Women Day substitute;2015-08-10
2099;29;Day of good will;2014-12-26
2104;29;Christmas Day;2015-12-25
2105;29;Human Rights Day;2014-03-21
2124;30;Day of good will;2014-12-26
2125;30;Youth Day;2015-06-16
2158;30;Family Day;2014-04-18
2231;32;Day of reconcilation;2015-12-16
2245;32;Boxing Day;2015-12-26
2271;33;Christmas Day;2014-12-25
2272;33;Workers Day;2015-05-01
2316;35;Workers Day;2016-05-01
2355;35;Good Friday;2017-04-14
2362;35;New year;2016-01-01
2363;35;Freedom Day;2017-04-27
2366;35;Youth Day;2015-06-16
2402;38;St Stephen's Day;2016-12-26
2419;39;Liberation Day;2016-04-25
2425;39;Republic Day;2015-06-02
2436;39;Immaculate Conception;2016-12-08
2449;40;International Workers' Day;2017-05-01
2456;40;Liberation Day;2016-04-25
2459;40;Immaculate Conception;2017-12-08
2463;40;New year;2017-01-01
2470;41;Easter Monday;2016-03-28
2474;41;Republic Day;2016-06-02
2521;44;Struggle for Freedom and Democracy Day;2017-11-17
2560;44;Christmas Eve;2013-12-24
2569;44;Easter Monday;2015-04-06
2570;44;Liberation Day;2015-05-08
2577;44;Liberation Day;2017-05-08
2580;44;St. Stephen's Day (The Second Christmas Day);2013-12-26
2591;44;Labour Day;2017-05-01
2641;46;Immaculate Conception;2017-12-08
2649;50;Bastille Day;2015-07-14
2650;50;Christmas Day;2017-12-25
2659;50;Whit Monday;2015-05-25
2660;50;Assumption of Mary to Heaven;2016-08-15
2720;52;Republic Day;2017-06-02
2740;52;Christmas Day;2017-12-25
2744;54;Epiphany;2016-01-06
2759;54;Assumption of Mary to Heaven;2014-08-15
2770;54;Republic Day;2017-06-02
2793;55;Immaculate Conception;2014-12-08
2801;55;St Stephen's Day;2016-12-26
2810;55;Christmas Day;2017-12-25
2814;55;New year;2017-01-01
2843;57;Liberation Day;2017-04-25
2855;57;Immaculate Conception;2015-12-08
2900;89;New year;2015-01-01
2906;89;Assumption of Mary to Heaven;2017-08-15
2951;58;Good Friday;2009-04-10
2956;58;Good Friday;2015-04-03
2961;58;Christmas Day;2016-12-25
2972;58;Christmas Day;2012-12-25
2976;58;Good Friday;2011-04-22
2986;58;Labour Day;2016-05-01
2988;58;Easter Sunday;2011-04-24
3006;58;National Holiday;2014-08-01
3011;58;Boxing Day;2017-12-26
3023;67;International Workers' Day;2016-05-01
3028;67;St Stephen's Day;2016-12-26
3048;67;International Workers' Day;2015-05-01
3061;7;New year;2017-01-01
3080;7;St Stephen's Day;2015-12-26
3111;11;International Workers' Day;2015-05-01
3155;22;International Workers' Day;2016-05-01
3167;82;New year;2017-01-01
3172;82;Good Friday;2016-03-25
3173;82;Ascension Thursday;2017-05-25
3199;47;All Saints Day;2016-11-01
3210;53;St. Stephen's Day;2017-12-26
3212;53;All Saints Day;2017-11-01
3222;53;Epiphany;2016-01-06
3227;53;Whit Monday;2016-05-16
3249;56;Victory in Europe Day;2016-05-08
38;20;Labor Day;2017-09-04
56;20;Memorial Day;2015-05-25
68;20;Independence Day;2017-07-04
82;34;Birthday of Martin Luther King, Jr.;2016-01-18
103;34;Good Friday;2015-04-03
148;42;Labour Day;2015-05-01
151;42;Labour Day;2014-05-01
152;42;Bastille Day;2015-07-14
206;48;New year;2015-01-01
236;49;Assumption of Mary to Heaven;2014-08-15
255;88;Republic Day;2017-06-02
256;88;International Workers' Day;2014-05-01
262;88;Liberation Day;2016-04-25
283;88;New year;2016-01-01
286;88;Assumption of Mary to Heaven;2016-08-15
340;91;Ascension Thursday;2017-05-25
343;91;All Saints Day;2015-11-01
344;91;New year;2016-01-01
356;91;Ascension Thursday;2015-05-14
378;60;New year;2017-01-01
424;61;Immaculate Conception;2016-12-08
436;61;Christmas Day;2015-12-25
452;62;Immaculate Conception;2016-12-08
521;64;Immaculate Conception;2017-12-08
523;64;Assumption of Mary to Heaven;2017-08-15
570;66;New year;2016-01-01
572;66;Christmas Day;2016-12-25
575;66;All Saints Day;2016-11-01
585;68;St Stephen's Day;2016-12-26
587;68;St Stephen's Day;2015-12-26
608;68;Epiphany;2016-01-06
615;69;Immaculate Conception;2017-12-08
639;69;Epiphany;2015-01-06
671;86;Epiphany;2015-01-06
700;70;St Stephen's Day;2017-12-26
713;71;New year;2016-01-01
739;71;All Saints Day;2017-11-01
747;72;Dia de Portugal;2015-06-10
749;72;Christmas Day;2015-12-25
755;72;Easter Sunday;2016-03-27
781;73;Immaculate Conception;2015-12-08
788;73;International Workers' Day;2016-05-01
803;73;St Stephen's Day;2015-12-26
829;74;All Saints Day;2017-11-01
835;74;New year;2017-01-01
856;75;International Workers' Day;2014-05-01
860;75;Republic Day;2016-06-02
865;75;Assumption of Mary to Heaven;2014-08-15
881;75;Epiphany;2017-01-06
883;75;Easter Monday;2014-04-21
914;76;Immaculate Conception;2016-12-08
917;76;Christmas Day;2017-12-25
944;77;Christmas Day;2016-12-25
953;77;New year;2016-01-01
974;90;All Saints Day;2017-11-01
976;90;Easter Monday;2014-04-21
981;90;All Saints Day;2015-11-01
997;90;Republic Day;2015-06-02
1022;87;International Workers' Day;2014-05-01
1024;87;New year;2015-01-01
1033;87;Republic Day;2015-06-02
1098;2;St Stephen's Day;2014-12-26
1114;3;New year;2017-01-01
1174;81;Christmas Day;2015-12-25
1205;5;Easter Monday;2016-03-28
1216;5;All Saints Day;2016-11-01
1218;5;Republic Day;2014-06-02
1231;5;Republic Day;2015-06-02
1252;6;Republic Day;2016-06-02
1255;6;Epiphany;2017-01-06
1260;6;Assumption of Mary to Heaven;2016-08-15
1267;6;International Workers' Day;2016-05-01
1287;83;Christmas Day;2016-12-25
1307;83;International Workers' Day;2016-05-01
1311;83;Immaculate Conception;2015-12-08
1339;79;Liberation Day;2015-04-25
1350;79;All Saints Day;2014-11-01
1367;8;Easter Monday;2016-03-28
1398;8;Christmas Day;2016-12-25
1438;10;Immaculate Conception;2015-12-08
1443;10;International Workers' Day;2016-05-01
1463;10;All Saints Day;2014-11-01
1482;12;Liberation Day;2014-04-25
1530;13;Epiphany;2014-01-06
1555;13;Epiphany;2015-01-06
1575;14;Christmas Day;2015-12-25
1584;14;Liberation Day;2017-04-25
1585;14;St Stephen's Day;2017-12-26
1596;14;Liberation Day;2015-04-25
1639;15;Republic Day;2016-06-02
