,obs_id,site_id,timestamp,leaderboard_target,target
2360,4434,91,2016-06-10 04:00:00+00:00,public,8561.780937489606
2361,1415,82,2016-06-10 08:00:00+00:00,public,2752.1116864228034
2362,2980,86,2016-06-11 04:00:00+00:00,private,31025.63293885264
2363,852,80,2016-06-11 10:00:00+00:00,private,109.09069090241799
2364,3135,87,2016-06-11 15:00:00+00:00,public,7437.934294632456
2365,3498,88,2016-06-11 17:00:00+00:00,public,16407.945141893804
2366,2517,85,2016-06-12 06:00:00+00:00,public,3582.0571253843978
2367,3753,89,2016-06-12 11:00:00+00:00,public,107655.5181915545
2368,1388,82,2016-06-12 17:00:00+00:00,public,19122.572271270154
2369,2847,86,2016-06-12 21:00:00+00:00,public,20379.799873660828
2370,2179,84,2016-06-12 21:00:00+00:00,public,309793.4538744408
2371,2641,85,2016-06-13 11:00:00+00:00,private,1023396.4188074768
2372,642,79,2016-06-13 15:00:00+00:00,private,26163.103400546075
2373,2109,84,2016-06-13 21:00:00+00:00,public,694.3851752093062
2374,3510,88,2016-06-14 00:00:00+00:00,public,9697.678528420385
2375,2418,85,2016-06-14 01:00:00+00:00,public,128910.79295924892
2376,1559,82,2016-06-14 03:00:00+00:00,private,40195.34910931397
2377,2278,84,2016-06-14 03:00:00+00:00,private,1984.287746566865
2378,1470,82,2016-06-14 11:00:00+00:00,public,91123.68462109675
2379,4462,91,2016-06-15 00:00:00+00:00,public,11881.734263435781
2380,2933,86,2016-06-15 02:00:00+00:00,private,1116.1551524141883
2381,1373,82,2016-06-15 11:00:00+00:00,public,634.4720065318375
2382,3328,87,2016-06-15 13:00:00+00:00,private,366308.2491541919
2383,3807,89,2016-06-15 22:00:00+00:00,public,467679.5497814786
2384,213,78,2016-06-15 23:00:00+00:00,private,417688.434581631
2385,391,79,2016-06-16 09:00:00+00:00,public,15182.162363600364
2386,2272,84,2016-06-16 11:00:00+00:00,private,4051.0126788634298
2387,1654,82,2016-06-16 17:00:00+00:00,private,2990.6216873061376
2388,4341,90,2016-06-16 21:00:00+00:00,private,18657.72380870262
2389,1400,82,2016-06-16 22:00:00+00:00,public,4509.978272041047
2390,2238,84,2016-06-16 22:00:00+00:00,private,9320.74623126353
2391,1659,82,2016-06-16 23:00:00+00:00,private,86585.97761135145
2392,2440,85,2016-06-17 01:00:00+00:00,public,72137.95180043954
2393,4317,90,2016-06-17 02:00:00+00:00,private,15874.212020546978
2394,2904,86,2016-06-17 02:00:00+00:00,private,17225.79612797553
2395,2835,86,2016-06-17 15:00:00+00:00,public,29636.236038235813
2396,204,78,2016-06-17 16:00:00+00:00,private,20607.68528738739
2397,3777,89,2016-06-17 22:00:00+00:00,public,7234.111515389448
2398,4213,90,2016-06-17 23:00:00+00:00,private,10004.66885841692
2399,3499,88,2016-06-18 10:00:00+00:00,public,3938.4371332563505
2400,1435,82,2016-06-18 12:00:00+00:00,public,40127.191492078084
2401,3955,89,2016-06-18 12:00:00+00:00,private,318980.81075255823
2402,598,79,2016-06-18 14:00:00+00:00,private,265438.25460569246
2403,3488,88,2016-06-18 15:00:00+00:00,public,24837.090379139547
2404,2866,86,2016-06-18 18:00:00+00:00,private,20067.34534440797
2405,1399,82,2016-06-18 18:00:00+00:00,public,50.470545408610256
2406,168,78,2016-06-19 01:00:00+00:00,private,7700.766885011451
2407,834,80,2016-06-19 02:00:00+00:00,public,159141.73050181053
2408,3429,88,2016-06-19 02:00:00+00:00,public,3665.4597717073643
2409,3592,88,2016-06-19 10:00:00+00:00,private,341079.0905156632
2410,3079,87,2016-06-19 11:00:00+00:00,public,37052.94943283601
2411,2581,85,2016-06-19 13:00:00+00:00,private,19128.927442190656
2412,4563,91,2016-06-19 16:00:00+00:00,private,9583.913917282978
2413,326,78,2016-06-19 17:00:00+00:00,private,189376.34679293944
2414,3956,89,2016-06-20 00:00:00+00:00,private,11195.552814094657
2415,4200,90,2016-06-20 18:00:00+00:00,private,22707.42127059179
2416,3779,89,2016-06-20 19:00:00+00:00,public,2476.770828740806
2417,2475,85,2016-06-20 20:00:00+00:00,public,14918.709899559679
2418,103,78,2016-06-21 03:00:00+00:00,public,20870.229044797405
2419,544,79,2016-06-21 09:00:00+00:00,private,31579.481392308033
2420,3385,88,2016-06-21 14:00:00+00:00,public,3292.875581814174
2421,738,80,2016-06-22 01:00:00+00:00,public,130.84712959149664
2422,3505,88,2016-06-22 06:00:00+00:00,public,55659.00551983227
2423,258,78,2016-06-22 07:00:00+00:00,private,284080.62131958123
2424,859,80,2016-06-22 07:00:00+00:00,private,19434.063283330255
2425,3880,89,2016-06-22 08:00:00+00:00,private,111717.95849648057
2426,2979,86,2016-06-22 20:00:00+00:00,private,4138.2091491865485
2427,167,78,2016-06-22 22:00:00+00:00,public,23714.59901555549
2428,1640,82,2016-06-23 02:00:00+00:00,private,24975.819939578545
2429,2527,85,2016-06-23 15:00:00+00:00,private,7634.402733181244
2430,4255,90,2016-06-23 16:00:00+00:00,private,33915.035485440996
2431,353,79,2016-06-23 16:00:00+00:00,public,47161.04808002886
2432,4284,90,2016-06-23 21:00:00+00:00,private,9732.487311777219
2433,1522,82,2016-06-23 22:00:00+00:00,private,54953.590717481464
2434,2781,86,2016-06-24 01:00:00+00:00,public,73941.79679288503
2435,3732,89,2016-06-24 11:00:00+00:00,public,16911.004796151832
2436,739,80,2016-06-24 14:00:00+00:00,public,34394.080488353575
2437,313,78,2016-06-24 17:00:00+00:00,private,24247.300908154535
2438,130,78,2016-06-24 20:00:00+00:00,public,18659.696889232917
2439,106,78,2016-06-25 02:00:00+00:00,public,14633.136956996206
2440,1488,82,2016-06-25 14:00:00+00:00,public,8433.298014046295
2441,2264,84,2016-06-25 18:00:00+00:00,private,23248.933945864137
2442,3427,88,2016-06-26 02:00:00+00:00,public,2612.743175767501
2443,437,79,2016-06-26 07:00:00+00:00,public,2082.8243255181305
2444,312,78,2016-06-26 07:00:00+00:00,private,13203.928038302609
2445,2879,86,2016-06-26 12:00:00+00:00,private,3260.521764590253
2446,2366,85,2016-06-26 14:00:00+00:00,public,62001.406872465785
2447,3414,88,2016-06-26 15:00:00+00:00,public,30246.041604002123
2448,54,78,2016-06-26 20:00:00+00:00,public,9610.884479028235
2449,2112,84,2016-06-26 22:00:00+00:00,public,29766.258172159072
2450,1533,82,2016-06-27 00:00:00+00:00,private,4785.160688133155
2451,4619,91,2016-06-27 08:00:00+00:00,private,5656.472536663612
2452,1356,82,2016-06-27 09:00:00+00:00,public,4211.190824320737
2453,804,80,2016-06-27 13:00:00+00:00,public,472160.9881221203
2454,1354,82,2016-06-27 19:00:00+00:00,public,3576.3590047947414
2455,1450,82,2016-06-27 21:00:00+00:00,public,40848.15233243542
2456,1650,82,2016-06-27 23:00:00+00:00,private,1069925.5046406246
2457,2228,84,2016-06-28 00:00:00+00:00,private,2474.023320049554
2458,3060,87,2016-06-28 06:00:00+00:00,public,715613.9630590212
2459,3507,88,2016-06-28 19:00:00+00:00,public,52166.954592321476
2460,3341,87,2016-06-28 19:00:00+00:00,private,28699.36108658328
2461,3021,86,2016-06-29 01:00:00+00:00,private,28729.101781685982
2462,923,80,2016-06-29 05:00:00+00:00,private,52560.716017193125
2463,4162,90,2016-06-29 17:00:00+00:00,public,352650.90054547647
2464,4134,90,2016-06-30 07:00:00+00:00,public,30600.02680146445
2465,183,78,2016-06-30 11:00:00+00:00,private,1073077.2173624975
2466,3963,89,2016-06-30 16:00:00+00:00,private,56959.57850588629
2467,1445,82,2016-07-01 01:00:00+00:00,public,4650.823380271616
2468,2999,86,2016-07-01 05:00:00+00:00,private,396460.0441680874
2469,3219,87,2016-07-01 12:00:00+00:00,private,152525.6343578902
2470,2412,85,2016-07-01 13:00:00+00:00,public,39568.55256986687
2471,290,78,2016-07-01 16:00:00+00:00,private,7783.447807466358
2472,1543,82,2016-07-02 10:00:00+00:00,private,1257.5041531191127
2473,3406,88,2016-07-02 13:00:00+00:00,public,8714.1500736195
2474,2645,85,2016-07-02 14:00:00+00:00,private,23016.198443638383
2475,4324,90,2016-07-02 15:00:00+00:00,private,20903.68434796106
2476,1647,82,2016-07-02 19:00:00+00:00,private,7553.725522857436
2477,3322,87,2016-07-03 06:00:00+00:00,private,82855.82452597588
2478,2657,85,2016-07-03 07:00:00+00:00,private,636106.2304844977
2479,2349,84,2016-07-03 11:00:00+00:00,private,30477.678276043804
2480,715,80,2016-07-03 18:00:00+00:00,public,101507.58435671664
2481,4623,91,2016-07-03 23:00:00+00:00,private,1444.5916204988353
2482,125,78,2016-07-04 14:00:00+00:00,public,45611.77756824119
2483,770,80,2016-07-05 05:00:00+00:00,public,19748.68595958146
2484,664,79,2016-07-05 07:00:00+00:00,private,36648.259314642135
2485,2726,86,2016-07-05 09:00:00+00:00,public,793748.0503130963
2486,2718,86,2016-07-05 16:00:00+00:00,public,34922.83511340634
2487,3579,88,2016-07-06 13:00:00+00:00,private,19544.50124949766
2488,4581,91,2016-07-06 15:00:00+00:00,private,71460.81836519646
2489,3360,88,2016-07-06 16:00:00+00:00,public,28446.055850686193
2490,3400,88,2016-07-07 05:00:00+00:00,public,469190.7582549091
2491,2255,84,2016-07-07 05:00:00+00:00,private,1115417.2522571003
2492,4298,90,2016-07-07 12:00:00+00:00,private,554.791565698136
2493,4674,91,2016-07-07 16:00:00+00:00,private,189460.4473719329
2494,3177,87,2016-07-07 16:00:00+00:00,public,118614.86940333829
2495,3026,87,2016-07-08 02:00:00+00:00,public,7104.647068299542
2496,2993,86,2016-07-08 02:00:00+00:00,private,4883.735350141317
2497,2705,86,2016-07-08 06:00:00+00:00,public,35698.18320332121
2498,4000,89,2016-07-09 05:00:00+00:00,private,77112.08483410747
2499,2421,85,2016-07-09 07:00:00+00:00,public,10959.334703197315
2500,2100,84,2016-07-09 23:00:00+00:00,public,2133.2158205613814
2501,991,80,2016-07-09 23:00:00+00:00,private,132.26280283263512
2502,4170,90,2016-07-10 01:00:00+00:00,public,76.76594009580904
2503,4678,91,2016-07-10 07:00:00+00:00,private,51214.68040146785
2504,2562,85,2016-07-10 12:00:00+00:00,private,804669.9472351066
2505,2184,84,2016-07-10 13:00:00+00:00,private,159344.2752000632
2506,916,80,2016-07-10 18:00:00+00:00,private,11352.39916377769
2507,2149,84,2016-07-10 22:00:00+00:00,public,19877.192397208688
2508,1562,82,2016-07-11 01:00:00+00:00,private,2276.832743748595
2509,4549,91,2016-07-11 01:00:00+00:00,private,490104.3232320463
2510,101,78,2016-07-11 06:00:00+00:00,public,19346.75367480517
2511,3145,87,2016-07-11 12:00:00+00:00,public,52402.60125750382
2512,3616,88,2016-07-11 14:00:00+00:00,private,23277.794213264675
2513,1618,82,2016-07-11 18:00:00+00:00,private,3207.571656701771
2514,64,78,2016-07-11 18:00:00+00:00,public,556995.6208153488
2515,828,80,2016-07-11 22:00:00+00:00,public,5567.8503803991
2516,4139,90,2016-07-12 03:00:00+00:00,public,37358.27298013844
2517,3699,89,2016-07-12 05:00:00+00:00,public,2100.635723815985
2518,2615,85,2016-07-12 09:00:00+00:00,private,26347.608808721543
2519,884,80,2016-07-12 12:00:00+00:00,private,7340.57966244486
2520,4355,90,2016-07-12 12:00:00+00:00,private,378474.96893039136
2521,2773,86,2016-07-12 16:00:00+00:00,public,4049.7657657311474
2522,951,80,2016-07-13 11:00:00+00:00,private,1659.5828969065794
2523,2580,85,2016-07-13 22:00:00+00:00,private,56083.43349902185
2524,429,79,2016-07-14 04:00:00+00:00,public,14354.267093138831
2525,1631,82,2016-07-14 04:00:00+00:00,private,5611.881301108231
2526,3375,88,2016-07-14 05:00:00+00:00,public,108545.22368824524
2527,2448,85,2016-07-14 06:00:00+00:00,public,611485.7779624147
2528,4504,91,2016-07-14 10:00:00+00:00,public,4419.568087191815
2529,1350,82,2016-07-14 10:00:00+00:00,public,6183.268185478296
2530,2177,84,2016-07-14 13:00:00+00:00,public,113031.71644098936
2531,2782,86,2016-07-14 22:00:00+00:00,public,19493.457920051984
2532,3208,87,2016-07-15 16:00:00+00:00,private,36326.41274105381
2533,2442,85,2016-07-15 17:00:00+00:00,public,64534.947934428696
2534,2360,85,2016-07-15 18:00:00+00:00,public,1775.3431637009603
2535,3362,88,2016-07-15 20:00:00+00:00,public,7883.424231973142
2536,1386,82,2016-07-15 22:00:00+00:00,public,427797.96047751635
2537,4020,89,2016-07-15 23:00:00+00:00,private,92273.17741700499
2538,1549,82,2016-07-16 00:00:00+00:00,private,18690.48250128159
2539,203,78,2016-07-16 05:00:00+00:00,private,43841.690398212886
2540,752,80,2016-07-16 06:00:00+00:00,public,6760.170126701303
2541,352,79,2016-07-16 08:00:00+00:00,public,1057916.2282292496
2542,3291,87,2016-07-16 08:00:00+00:00,private,3332.7281943270596
2543,3470,88,2016-07-16 14:00:00+00:00,public,36235.600291700684
2544,4086,90,2016-07-16 16:00:00+00:00,public,1669.9195250531764
2545,1499,82,2016-07-16 20:00:00+00:00,public,8474.472633430556
2546,1620,82,2016-07-17 02:00:00+00:00,private,105498.08714612245
2547,2722,86,2016-07-17 06:00:00+00:00,public,1621.2412589827052
2548,2443,85,2016-07-17 08:00:00+00:00,public,397944.67917739553
2549,1404,82,2016-07-17 12:00:00+00:00,public,8770.42236332321
2550,1428,82,2016-07-17 14:00:00+00:00,public,25348.877428323867
2551,4465,91,2016-07-17 17:00:00+00:00,public,60967.750944937696
2552,4251,90,2016-07-17 19:00:00+00:00,private,277325.7163274506
2553,283,78,2016-07-18 01:00:00+00:00,private,1789.9033235003917
2554,3768,89,2016-07-18 21:00:00+00:00,public,20908.619735964952
2555,3140,87,2016-07-19 02:00:00+00:00,public,85743.19639499602
2556,2604,85,2016-07-19 02:00:00+00:00,private,18676.361553620165
2557,3675,88,2016-07-19 11:00:00+00:00,private,47740.55530985262
2558,3181,87,2016-07-19 15:00:00+00:00,public,81341.46331829013
2559,284,78,2016-07-19 18:00:00+00:00,private,1686.3169481673362
2560,610,79,2016-07-19 20:00:00+00:00,private,10125.390383780066
2561,4318,90,2016-07-20 09:00:00+00:00,private,61187.13763590883
2562,2211,84,2016-07-20 09:00:00+00:00,private,5378.429337203963
2563,207,78,2016-07-20 17:00:00+00:00,private,276061.7313398471
2564,684,80,2016-07-20 18:00:00+00:00,public,28537.378484447217
2565,2435,85,2016-07-20 19:00:00+00:00,public,51726.44885873754
2566,2950,86,2016-07-21 02:00:00+00:00,private,37952.76058635581
2567,215,78,2016-07-21 20:00:00+00:00,private,6961.195640091471
2568,74,78,2016-07-21 22:00:00+00:00,public,3039.062575248088
2569,9,78,2016-07-22 05:00:00+00:00,public,72599.66333644347
2570,2943,86,2016-07-22 07:00:00+00:00,private,9066.752614564795
2571,1605,82,2016-07-22 07:00:00+00:00,private,28400.59492854278
2572,4484,91,2016-07-22 09:00:00+00:00,public,4225.490935918217
2573,1441,82,2016-07-22 12:00:00+00:00,public,9264.45101924708
2574,3166,87,2016-07-22 17:00:00+00:00,public,2497.97027983304
2575,3979,89,2016-07-22 19:00:00+00:00,private,20081.686563202315
2576,780,80,2016-07-22 23:00:00+00:00,public,3913.767897952834
2577,2121,84,2016-07-23 02:00:00+00:00,public,121855.55485087947
2578,948,80,2016-07-23 05:00:00+00:00,private,16071.861382255904
2579,3534,88,2016-07-23 08:00:00+00:00,private,26729.70350562546
2580,330,78,2016-07-23 16:00:00+00:00,private,192073.13907646466
2581,4673,91,2016-07-24 02:00:00+00:00,private,3903.853721645259
2582,2314,84,2016-07-24 10:00:00+00:00,private,1697.8208752173978
2583,2142,84,2016-07-24 13:00:00+00:00,public,15307.00889065008
2584,2060,84,2016-07-25 00:00:00+00:00,public,234475.18342303735
2585,2256,84,2016-07-25 03:00:00+00:00,private,103779.10014038
2586,3864,89,2016-07-25 21:00:00+00:00,private,3968.4812961393136
2587,3734,89,2016-07-26 00:00:00+00:00,public,3184.8647218590545
2588,3152,87,2016-07-26 01:00:00+00:00,public,95820.49106278311
2589,3127,87,2016-07-26 13:00:00+00:00,public,12585.923634762174
2590,2086,84,2016-07-26 19:00:00+00:00,public,33125.3674189868
2591,723,80,2016-07-27 02:00:00+00:00,public,4626.849300047719
2592,1394,82,2016-07-27 10:00:00+00:00,public,36340.723630263274
2593,2296,84,2016-07-27 10:00:00+00:00,private,6267.0962438853885
2594,3149,87,2016-07-27 12:00:00+00:00,public,469066.12321078655
2595,763,80,2016-07-27 14:00:00+00:00,public,243084.65168057248
2596,2911,86,2016-07-28 01:00:00+00:00,private,71.72841177874527
2597,2663,85,2016-07-28 03:00:00+00:00,private,32215.34650146083
2598,162,78,2016-07-28 06:00:00+00:00,public,1626.6313351017247
2599,2913,86,2016-07-28 08:00:00+00:00,private,150.91509444225008
2600,1534,82,2016-07-28 11:00:00+00:00,private,867.0587809876281
2601,37,78,2016-07-29 05:00:00+00:00,public,155511.41650922174
2602,3934,89,2016-07-29 07:00:00+00:00,private,1356597.2579725836
2603,4035,90,2016-07-29 09:00:00+00:00,public,20800.59049413991
2604,2668,85,2016-07-29 09:00:00+00:00,private,5169.57497398625
2605,2195,84,2016-07-29 17:00:00+00:00,private,434370.16396004346
2606,4470,91,2016-07-29 19:00:00+00:00,public,39282.30119747769
2607,196,78,2016-07-29 19:00:00+00:00,private,12553.33871007891
2608,794,80,2016-07-30 07:00:00+00:00,public,1389281.2624176694
2609,4208,90,2016-07-30 15:00:00+00:00,private,394928.4120383441
2610,20,78,2016-07-31 04:00:00+00:00,public,33676.488193005076
2611,265,78,2016-07-31 12:00:00+00:00,private,4570.142963335706
2612,4014,89,2016-08-01 14:00:00+00:00,private,64781.457789606604
2613,3926,89,2016-08-01 16:00:00+00:00,private,2084.399344001855
2614,935,80,2016-08-01 21:00:00+00:00,private,5793.039419385993
2615,477,79,2016-08-02 00:00:00+00:00,public,150603.7200987617
2616,209,78,2016-08-02 04:00:00+00:00,private,722.170351602323
2617,3628,88,2016-08-02 09:00:00+00:00,private,36038.45516868889
2618,317,78,2016-08-02 11:00:00+00:00,private,3531.991468165731
2619,2036,84,2016-08-02 17:00:00+00:00,public,22294.653411427684
2620,4617,91,2016-08-02 19:00:00+00:00,private,14885.365996676366
2621,2910,86,2016-08-03 00:00:00+00:00,private,81315.89763503935
2622,4435,91,2016-08-03 05:00:00+00:00,public,75838.59504846536
2623,2277,84,2016-08-03 08:00:00+00:00,private,41048.44061110937
2624,2235,84,2016-08-03 09:00:00+00:00,private,5780.846582454692
2625,302,78,2016-08-04 01:00:00+00:00,private,16811.533648007102
2626,2244,84,2016-08-04 07:00:00+00:00,private,7737.200763284159
2627,1599,82,2016-08-04 08:00:00+00:00,private,93086.323191731
2628,2852,86,2016-08-04 13:00:00+00:00,public,8244.972004236726
2629,2888,86,2016-08-04 22:00:00+00:00,private,99584.35483531929
2630,4610,91,2016-08-05 13:00:00+00:00,private,34839.68544211867
2631,2685,85,2016-08-05 14:00:00+00:00,private,37137.486649112914
2632,2901,86,2016-08-05 14:00:00+00:00,private,130389.0438864941
2633,1358,82,2016-08-05 21:00:00+00:00,public,3020.4567535464084
2634,4456,91,2016-08-06 00:00:00+00:00,public,341045.7564914103
2635,4385,91,2016-08-06 01:00:00+00:00,public,23039.978882535637
2636,1613,82,2016-08-06 01:00:00+00:00,private,7929.996122975384
2637,3684,88,2016-08-06 04:00:00+00:00,private,179863.3612114371
2638,2707,86,2016-08-06 09:00:00+00:00,public,47349.470104525666
2639,3638,88,2016-08-06 10:00:00+00:00,private,49713.32364198439
2640,142,78,2016-08-06 18:00:00+00:00,public,2412.7205288831447
2641,2577,85,2016-08-06 20:00:00+00:00,private,33261.04738364027
2642,1669,82,2016-08-06 23:00:00+00:00,private,27469.857102828893
2643,3793,89,2016-08-07 02:00:00+00:00,public,8158.6373052483705
2644,3522,88,2016-08-07 03:00:00+00:00,public,256144.93742445894
2645,3775,89,2016-08-07 10:00:00+00:00,public,90733.1737525629
2646,1628,82,2016-08-07 13:00:00+00:00,private,35136.86626618297
2647,4356,90,2016-08-07 13:00:00+00:00,private,3340.318321456764
2648,3423,88,2016-08-07 17:00:00+00:00,public,11441.510723008796
2649,3900,89,2016-08-07 22:00:00+00:00,private,105139.42484009053
2650,2842,86,2016-08-08 00:00:00+00:00,public,7856.271898344543
2651,3625,88,2016-08-08 06:00:00+00:00,private,6482.9575127737935
2652,4494,91,2016-08-08 18:00:00+00:00,public,14508.773698176636
2653,2080,84,2016-08-09 00:00:00+00:00,public,71962.16669448811
2654,16,78,2016-08-09 21:00:00+00:00,public,65094.44151232451
2655,1442,82,2016-08-09 22:00:00+00:00,public,25753.933137559972
2656,4154,90,2016-08-10 05:00:00+00:00,public,136888.484260045
2657,2922,86,2016-08-10 08:00:00+00:00,private,10382.706028120178
2658,4394,91,2016-08-10 09:00:00+00:00,public,11223.778693199147
2659,743,80,2016-08-10 09:00:00+00:00,public,699039.9197070817
2660,2022,84,2016-08-10 13:00:00+00:00,public,4202.044378271137
2661,762,80,2016-08-10 16:00:00+00:00,public,4050.6003095512447
2662,4078,90,2016-08-10 20:00:00+00:00,public,60747.68975047148
2663,2651,85,2016-08-10 21:00:00+00:00,private,32204.08611115655
2664,397,79,2016-08-10 22:00:00+00:00,public,4513.460037167341
2665,4595,91,2016-08-11 15:00:00+00:00,private,2372.13430289941
2666,3846,89,2016-08-11 16:00:00+00:00,public,18038.505062810957
2667,4069,90,2016-08-11 19:00:00+00:00,public,248395.56526143063
2668,2728,86,2016-08-12 02:00:00+00:00,public,7854.5838658749435
2669,922,80,2016-08-12 03:00:00+00:00,private,228247.22457511252
2670,2785,86,2016-08-12 05:00:00+00:00,public,26827.17515296518
2671,173,78,2016-08-12 09:00:00+00:00,private,8555.064902073187
2672,564,79,2016-08-12 11:00:00+00:00,private,8492.619196865711
2673,4102,90,2016-08-12 15:00:00+00:00,public,46884.35141537837
2674,2981,86,2016-08-12 20:00:00+00:00,private,7330.80307961588
2675,2843,86,2016-08-13 05:00:00+00:00,public,8311.234362085204
2676,1402,82,2016-08-13 12:00:00+00:00,public,25243.498057763973
2677,3286,87,2016-08-13 15:00:00+00:00,private,590247.0214633312
2678,4681,91,2016-08-14 01:00:00+00:00,private,1074200.3977434998
2679,3221,87,2016-08-14 11:00:00+00:00,private,9532.353883937547
2680,218,78,2016-08-14 15:00:00+00:00,private,31539.587106430532
2681,140,78,2016-08-14 16:00:00+00:00,public,16014.356484675804
2682,1484,82,2016-08-14 17:00:00+00:00,public,6195.632099793025
2683,4309,90,2016-08-14 21:00:00+00:00,private,23164.619059238932
2684,825,80,2016-08-15 02:00:00+00:00,public,22642.427310341765
2685,304,78,2016-08-15 04:00:00+00:00,private,23090.14960147848
2686,2162,84,2016-08-15 05:00:00+00:00,public,35467.791134164974
2687,3447,88,2016-08-15 05:00:00+00:00,public,13106.000739102563
2688,4505,91,2016-08-15 12:00:00+00:00,public,1567.7884370208042
2689,2890,86,2016-08-15 16:00:00+00:00,private,8563.35356083294
2690,1625,82,2016-08-16 02:00:00+00:00,private,34551.86812081704
2691,3894,89,2016-08-16 03:00:00+00:00,private,130668.95898481987
2692,3228,87,2016-08-16 16:00:00+00:00,private,52368.132431005644
2693,1436,82,2016-08-16 17:00:00+00:00,public,4754.813447826912
2694,4084,90,2016-08-17 02:00:00+00:00,public,88553.9336930443
2695,3562,88,2016-08-17 03:00:00+00:00,private,125569.34202669929
2696,2926,86,2016-08-17 14:00:00+00:00,private,73948.88181901647
2697,3543,88,2016-08-18 03:00:00+00:00,private,13049.410322937973
2698,2603,85,2016-08-18 07:00:00+00:00,private,15087.891443164786
2699,3787,89,2016-08-18 12:00:00+00:00,public,22558.543439513996
2700,3572,88,2016-08-18 13:00:00+00:00,private,20134.679872636734
2701,1471,82,2016-08-18 14:00:00+00:00,public,517917.78673099156
2702,3151,87,2016-08-18 15:00:00+00:00,public,3245.6720359835695
2703,4635,91,2016-08-18 22:00:00+00:00,private,16124.977058654787
2704,354,79,2016-08-18 23:00:00+00:00,public,1070029.6315086135
2705,3656,88,2016-08-19 01:00:00+00:00,private,8707.586849714387
2706,3728,89,2016-08-19 06:00:00+00:00,public,8157.81853783921
2707,4662,91,2016-08-19 06:00:00+00:00,private,757.0769569393073
2708,3770,89,2016-08-19 08:00:00+00:00,public,46553.971855884345
2709,2344,84,2016-08-19 23:00:00+00:00,private,141471.13206171297
2710,748,80,2016-08-20 00:00:00+00:00,public,144081.91561971224
2711,2266,84,2016-08-20 05:00:00+00:00,private,4447.248280485247
2712,247,78,2016-08-20 06:00:00+00:00,private,44376.21583501413
2713,568,79,2016-08-20 06:00:00+00:00,private,63487.79330647318
2714,4384,91,2016-08-20 08:00:00+00:00,public,1296047.1754727191
2715,3989,89,2016-08-20 11:00:00+00:00,private,3715.863985214129
2716,2955,86,2016-08-20 12:00:00+00:00,private,9789.205341171066
2717,2356,85,2016-08-20 15:00:00+00:00,public,48325.960912253955
2718,92,78,2016-08-21 04:00:00+00:00,public,5792.224812380861
2719,3613,88,2016-08-21 11:00:00+00:00,private,25381.858981844787
2720,2987,86,2016-08-21 12:00:00+00:00,private,10668.753226086686
2721,2621,85,2016-08-21 15:00:00+00:00,private,4608.841764257697
2722,3977,89,2016-08-21 18:00:00+00:00,private,10790.384445056934
2723,2667,85,2016-08-21 22:00:00+00:00,private,13381.648703550241
2724,2355,85,2016-08-22 02:00:00+00:00,public,11855.45104994892
2725,2054,84,2016-08-22 07:00:00+00:00,public,117.69145985159875
2726,320,78,2016-08-22 08:00:00+00:00,private,47639.01361591141
2727,2455,85,2016-08-22 10:00:00+00:00,public,10122.054498398611
2728,858,80,2016-08-22 18:00:00+00:00,private,17755.71658421278
2729,1458,82,2016-08-22 19:00:00+00:00,public,302798.57254581543
2730,3122,87,2016-08-23 05:00:00+00:00,public,149167.10696611562
2731,212,78,2016-08-23 07:00:00+00:00,private,45176.53113857284
2732,2965,86,2016-08-23 19:00:00+00:00,private,163814.14563340234
2733,426,79,2016-08-24 02:00:00+00:00,public,9527.109969907036
2734,2860,86,2016-08-24 02:00:00+00:00,private,70946.64790473317
2735,3642,88,2016-08-24 05:00:00+00:00,private,5039.503838839766
2736,4627,91,2016-08-24 22:00:00+00:00,private,10685.355007120661
2737,4227,90,2016-08-24 22:00:00+00:00,private,11248.810216703017
2738,1362,82,2016-08-25 04:00:00+00:00,public,417498.2782827447
2739,62,78,2016-08-25 04:00:00+00:00,public,11689.429124031201
2740,2846,86,2016-08-25 17:00:00+00:00,public,53975.89995911079
2741,2178,84,2016-08-26 07:00:00+00:00,public,488716.16710672446
2742,116,78,2016-08-26 08:00:00+00:00,public,31591.35779043318
2743,3489,88,2016-08-26 11:00:00+00:00,public,426399.3719137103
2744,4409,91,2016-08-26 12:00:00+00:00,public,392537.5733431534
2745,4675,91,2016-08-26 19:00:00+00:00,private,941606.2073770447
2746,3408,88,2016-08-27 00:00:00+00:00,public,261500.24363784687
2747,111,78,2016-08-27 17:00:00+00:00,public,2284.130141912002
2748,3387,88,2016-08-27 22:00:00+00:00,public,10233.032676573968
2749,1544,82,2016-08-27 23:00:00+00:00,private,170328.95745754332
2750,3174,87,2016-08-28 01:00:00+00:00,public,23187.515327075125
2751,2851,86,2016-08-28 05:00:00+00:00,public,93021.99449413491
2752,3541,88,2016-08-28 06:00:00+00:00,private,10406.781690550031
2753,1593,82,2016-08-28 10:00:00+00:00,private,9475.132181033787
2754,3855,89,2016-08-28 15:00:00+00:00,public,30692.35847309814
2755,2683,85,2016-08-28 15:00:00+00:00,private,8117.089131095536
2756,3173,87,2016-08-28 20:00:00+00:00,public,260962.22697934587
2757,3889,89,2016-08-29 03:00:00+00:00,private,12501.005998043685
2758,2632,85,2016-08-29 03:00:00+00:00,private,6729.5877111703285
2759,3292,87,2016-08-29 07:00:00+00:00,private,76121.46949439752
